公司名称,公司简称,城市,公司规模,学历要求,工作经验,薪资,融资阶段,工作性质,职位诱惑,职位名称,公司福利
上海漫微信息技术有限公司,漫微科技,北京,500-2000人,本科,3-5年,20k-40k,B轮,全职,平台大、福利好,大数据开发工程师,"""年底双薪"",""带薪年假"",""专项奖金"",""绩效奖金"""
深圳市明源云客电子商务有限公司,明源云客,深圳,500-2000人,本科,3-5年,20k-35k,上市公司,全职,行业独角兽，上市公司，简单开放,数据开发,"""行业龙头"",""SaaS"",""股票期权"",""年底双薪"""
南京争锋信息科技有限公司,争锋信息,南京,150-500人,本科,1-3年,8k-11k,A轮,全职,朝九晚六双休 无加班文化 五险一金 定期体检,大数据开发工程师,
深圳市德科信息技术有限公司,德科信息,深圳,2000人以上,大专,3-5年,13k-20k,不需要融资,全职,技术牛/六险一金/车补租房补贴季度月度奖金,高级大数据开发工程师,"""股票期权"",""帅哥多"",""领导好"",""技能培训"""
北京国双科技有限公司,Gridsum 国双,成都,500-2000人,本科,3-5年,12k-18k,上市公司,全职,大数据人工智能企业、绩效奖金,大数据开发工程师,"""节日礼物"",""年底双薪"",""带薪年假"",""午餐补助"""
秒针信息技术有限公司,明略科技集团,北京,2000人以上,本科,不限,16k-25k,D轮及以上,全职,行业独角兽 大牛团队 绩效奖金 团建旅行,大数据开发工程师,"""六险一金"",""年底双薪"",""绩效奖金"",""完成E轮融资"""
公司名称,公司简称,城市,公司规模,学历要求,工作经验,薪资,融资阶段,工作性质,职位诱惑,职位名称,公司福利
杭州彼爱方好科技有限公司,彼爱医疗,杭州,50-150人,本科,3-5年,15k-30k,A轮,全职,带薪年假、五险一金、扁平管理、岗位晋升,行政人事 内勤,"""带薪年假"",""股票期权"",""专项奖金"",""领导好"""
杭州彼爱方好科技有限公司,彼爱医疗,杭州,50-150人,本科,3-5年,15k-30k,A轮,全职,带薪年假、五险一金、扁平管理、岗位晋升,,"""带薪年假"",""股票期权"",""专项奖金"",""领导好"""
亿众骏达网络科技（深圳）有限公司,友好速搭,广州,50-150人,不限,1-3年,8k-10k,A轮,全职,"扁平化管理,弹性工时,五险一金",招聘经理,"""股权激励"",""弹性工作"",""年底双薪"",""交通补助"""
上海韩创网络科技有限公司,韩创科技,上海,500-2000人,本科,1-3年,20k-26k,不需要融资,全职,五险一金 周末双休 团队nice,HR,"""年终分红"",""绩效奖金"",""五险一金"",""带薪年假"""
上海韩创网络科技有限公司,韩创科技,上海,500-2000人,大专,3-5年,15k-30k,不需要融资,全职,五险一金，职业晋升，相关培训，周末双休,HRD,"""年终分红"",""绩效奖金"",""五险一金"",""带薪年假"""
北京多贝兄弟信息技术有限公司,多贝网,北京,50-150人,本科,1-3年,20k-40k,上市公司,全职,六险一金 免费午餐 不打卡 都是年轻人,,"""都是年轻人"",""不打卡"",""自助餐管饱"",""娱乐活动管够"""
美联物业代理(深圳)有限公司,美联集团,深圳,2000人以上,本科,1-3年,10k-15k,上市公司,全职,周末双休、五险一金,招聘经理,"""技能培训"",""节日礼物"",""带薪年假"",""岗位晋升"""
深圳市瀚兰区块链地产有限公司,瀚兰区块链地产,深圳,15-50人,大专,3-5年,10k-20k,不需要融资,全职,职业前景,HRBP,"""股票期权"",""带薪年假"",""定期体检"",""节日礼物"""
上海元聚网络科技有限公司,上海元聚,上海,150-500人,本科,3-5年,20k-30k,B轮,全职,年终奖金，定期体检，公司氛围好,HR,"""定期体检"",""绩效奖金"",""专项奖金"",""带薪年假"""
北京易成时代科技有限公司,Worktile,北京,150-500人,本科,1-3年,15k-30k,B轮,全职,技术大牛、下午茶、团建基金、五险一金,招聘专员,"""年底双薪"",""绩效奖金"",""带薪年假"",""专项奖金"""
成都金隧自动化工程有限责任公司,成都金隧,成都,150-500人,不限,1-3年,8k-15k,不需要融资,全职,"周末双休,五险一金,项目奖金,年假,绩效奖金",HRD,
广州柏视医疗科技有限公司,柏视医疗,广州,50-150人,大专,3-5年,15k-25k,A轮,全职,"初创团队,专业线产品,技术导向,高成长",招聘专员,"""五险一金"",""领导好"",""岗位晋升"",""带薪年假"""
广州市云景信息科技有限公司,云景科技,广州,150-500人,本科,1-3年,8k-15k,未融资,全职,朝九晚六，周末双休，五险一金，节假日福利,HR,"""带薪年假"",""定期体检"",""帅哥多"",""年度旅游"""
深圳节点互动网络科技有限公司,节点互动,深圳,15-50人,本科,3-5年,25k-30k,天使轮,全职,团队优秀,HRBP,
杭州又拍云科技有限公司,又拍云,杭州,150-500人,本科,1-3年,12k-17k,B轮,全职,"周末双休,五险一金,年底双薪",Node.js开发工程师,"""技能培训"",""节日礼物"",""绩效奖金"",""岗位晋升"""
北京容联易通信息技术有限公司,容联云通讯,北京,500-2000人,本科,3-5年,15k-25k,上市公司,全职,技术大牛,node.js后端开发工程师,"""年底双薪"",""五险一金"",""带薪年假"",""节日礼物"""
深圳点猫科技有限公司,编程猫,深圳,2000人以上,本科,3-5年,15k-25k,D轮及以上,全职,五险一金；弹性打卡；餐补,node.js开发工程师,"""扁平管理"",""年终分红"",""带薪年假"",""绩效奖金"""
每日互动股份有限公司,个推,杭州,500-2000人,本科,1-3年,15k-25k,上市公司,全职,上市公司 核心团队 发展空间大 领导好,Node.js开发工程师,"""数据智能"",""上市公司"",""股票期权"",""年底双薪"""
森兰信息科技（上海）有限公司,森兰信息科技（上海）有限公司,上海,500-2000人,不限,3-5年,12k-24k,B轮,全职,"环境好,有期权",node.js,"""年底双薪"",""股票期权"",""美女多"",""免费班车"""
深圳市大头兄弟科技有限公司,大头兄弟,深圳,150-500人,大专,3-5年,15k-20k,A轮,全职,年终奖，旅游，下午茶，带薪年假，其他福利,node.js,"""年终奖"",""短视频应用"",""千万级用户"",""李开复投资"""
陕西零工保信息科技有限公司,零工保,咸阳,15-50人,大专,3-5年,13k-20k,未融资,全职,领导nice 发展空间大 提供住宿,node.js开发工程师,
全流量时代（北京）信息技术有限公司,全流量时代,北京,15-50人,本科,不限,9k-18k,不需要融资,全职,不打卡，无加班文化，年终奖，年假,node.js开发工程师,"""领导好"",""弹性工作"",""年终分红"""
成都影朦科技有限公司,影朦科技,成都,500-2000人,大专,不限,16k-30k,不需要融资,全职,薪资高 福利好,node.js开发工程师,"""带薪年假"",""年底双薪"",""通讯津贴"",""午餐补助"""
广州无卡数据技术股份有限公司,无卡数据,广州,15-50人,大专,1-3年,10k-15k,未融资,全职,朝九晚六、双休、重点项目,node.js开发工程师,
成都翼联科技有限公司,翼联科技,成都,150-500人,大专,1-3年,5k-7k,不需要融资,全职,六险一金、周末双休、年终奖、餐补、工龄工资,node.js开发工程师,"""年底双薪"",""节日礼物"",""技能培训"",""绩效奖金"""
中科科界（北京）科技有限公司,科界,北京,50-150人,本科,5-10年,18k-30k,不需要融资,全职,国企稳定 地铁站旁 团队nice,node.js开发工程师,"""年底双薪"",""绩效奖金"",""午餐补助"",""定期体检"""
杭州多算科技有限公司,多算科技,杭州,少于15人,本科,1-3年,8k-16k,未融资,全职,周末双休、带薪年假、五险一金、年终奖,Node.js后端开发工程师,
成都嘉谊互娱科技有限公司,嘉谊互娱,成都,50-150人,本科,3-5年,11k-18k,未融资,全职,五险一金、商业保险、周末双休、旅游机会,node.js开发工程师,"""五险一金"",""定期体检"",""带薪年假"",""弹性工作"""
成都嘉谊互娱科技有限公司,嘉谊互娱,成都,50-150人,本科,3-5年,11k-18k,未融资,全职,五险一金、商业保险、周末双休、旅游机会,node.js后端开发工程师,"""五险一金"",""定期体检"",""带薪年假"",""弹性工作"""
道更信息技术（上海）有限公司,31TEN,上海,15-50人,大专,1-3年,18k-22k,未融资,全职,补充医疗保险 弹性工作制 下午茶,node.js,"""弹性工作"",""岗位晋升"",""外企"",""带薪年假"""
成都嘉谊互娱科技有限公司,嘉谊互娱,成都,50-150人,本科,3-5年,11k-18k,未融资,全职,五险一金、商业保险、周末双休、旅游机会,招 招聘主管,"""五险一金"",""定期体检"",""带薪年假"",""弹性工作"""
上海微盟企业发展有限公司,微盟,上海,2000人以上,本科,5-10年,25k-35k,上市公司,全职,上市公司、周末双休、福利好,人力资源主管,"""绩效奖金"",""年底双薪"",""五险一金"",""带薪年假"""
深圳市健康阿鹿信息科技有限公司,健康阿鹿,深圳,50-150人,本科,3-5年,15k-25k,不需要融资,全职,双休、六险一金、公司实力雄厚、项目有前景,HR,"""交通补助"",""带薪年假"",""午餐补助"",""定期体检"""
上海亿山睦教育科技有限公司,赶考状元,上海,50-150人,本科,3-5年,20k-25k,A轮,全职,技术大牛,人事经理,"""弹性工作"",""美女多"",""扁平管理"",""领导好"""
上海席昌实业有限公司,上海席昌,上海,150-500人,本科,不限,18k-35k,未融资,全职,福利待遇好，加班少，团队nice,人力 总监,
爱客科技（深圳）有限公司,爱客科技 AfterShip,深圳,150-500人,本科,1-3年,15k-25k,不需要融资,全职,全球项目、高薪资、高福利、国际团队,招聘HR,"""持续盈利"",""国际龙头企业"",""SaaS平台"",""极客氛围"""
北京字节跳动网络技术有限公司,字节跳动,北京,2000人以上,本科,3-5年,30k-60k,D轮及以上,全职,扁平管理,HR,"""扁平管理"",""弹性工作"",""就近租房补贴"",""六险一金"""
北京字节跳动网络技术有限公司,字节跳动,深圳,2000人以上,本科,1-3年,20k-40k,D轮及以上,全职,"六险一金,股票期权,团队氛围好",HR,"""扁平管理"",""弹性工作"",""就近租房补贴"",""六险一金"""
上海弘连网络科技有限公司,弘连网络,上海,50-150人,本科,1-3年,11k-22k,未融资,全职,弹性工作、内部培训、技术挑战、优秀团队,hrbp,"""技能培训"",""绩效奖金"",""定期体检"",""五险一金"""
北京鲸航科技有限公司,鲸航科技,北京,50-150人,本科,3-5年,15k-30k,A轮,全职,人工智能，大牛云集，发展空间大,资深招聘专家,"""股票期权"",""带薪年假"",""扁平管理"",""美女多"""
深圳市普渡科技有限公司,普渡科技,深圳,500-2000人,本科,3-5年,15k-30k,B轮,全职,"AI机器人,公司大牛多,弹性工作",,"""机器人"",""大牛多"",""股票期权"""
北京蓝城兄弟信息技术有限公司,BLUECITY蓝城兄弟,北京,500-2000人,本科,3-5年,20k-40k,上市公司,全职,上市公司,HR,"""股票期权"",""五险一金"",""带薪年假"",""节日礼物"""
深圳联友科技有限公司,联友科技,广州,500-2000人,本科,5-10年,12k-24k,不需要融资,全职,五险一金、商业保险、定期体检、三项补贴,,"""技能培训"",""专项奖金"",""带薪年假"",""绩效奖金"""
北京指行天下科技有限公司,指行天下,北京,150-500人,本科,5-10年,15k-30k,B轮,全职,"海外业务,六险一金",人事经理,"""五险一金"",""股票期权"",""扁平管理"",""技能培训"""
北京指行天下科技有限公司,指行天下,北京,150-500人,本科,3-5年,13k-18k,B轮,全职,"海外业务,一流团队,补充医疗,项目奖金",人事,"""五险一金"",""股票期权"",""扁平管理"",""技能培训"""
北京企企科技有限公司,企企科技,成都,150-500人,本科,3-5年,10k-20k,A轮,全职,13薪 弹性工作制 入职及购买5险一金,node.js开发工程师,"""年底双薪"",""股票期权"",""绩效奖金"",""带薪年假"""
琢品网络科技（上海）有限公司,Wiredcraft,上海,50-150人,不限,3-5年,20k-28k,未融资,全职,薪资涨幅大；出国旅游；每年体检；周五聚餐,node.js开发工程师,"""交通补助"",""带薪年假"",""弹性工作"",""五险一金"""
琢品网络科技（上海）有限公司,Wiredcraft,武汉,50-150人,大专,3-5年,16k-23k,未融资,全职,"弹性工作, 出国旅游, 扁平管理, 带薪年假",node.js后端开发工程师,"""交通补助"",""带薪年假"",""弹性工作"",""五险一金"""
北京蓝城兄弟信息技术有限公司,BLUECITY蓝城兄弟,北京,500-2000人,本科,5-10年,20k-40k,上市公司,全职,"下午茶, 瑜伽健身, 五险一金",node.js开发工程师,"""股票期权"",""五险一金"",""带薪年假"",""节日礼物"""
上海微盟企业发展有限公司,微盟,上海,2000人以上,本科,3-5年,30k-40k,上市公司,全职,m,Node.js开发工程师,"""绩效奖金"",""年底双薪"",""五险一金"",""带薪年假"""
小明太极（湖北）国漫文化有限公司成都分公司,小明太极,成都,150-500人,本科,1-3年,8k-16k,不需要融资,全职,六险一金、餐补、绩效奖金、节日福利,Node.js后端开发工程师,"""带薪年假"",""弹性工作"",""节日礼物"",""六险一金"""
北京毕加索智能科技有限公司,毕加索,北京,50-150人,本科,3-5年,20k-30k,B轮,全职,五险一金,node.js开发工程师,
杭州又拍云科技有限公司,又拍云,杭州,150-500人,本科,1-3年,10k-20k,B轮,全职,"周末双休,五险一金,年底双薪",nodejs开发工程师,"""技能培训"",""节日礼物"",""绩效奖金"",""岗位晋升"""
上海倾听信息技术有限公司,蜻蜓FM,北京,150-500人,本科,3-5年,20k-40k,D轮及以上,全职,弹性工作,Node.js开发工程师,"""明星直播"",""男女1:1"",""带薪年假"",""扁平管理"""
上海聪盛网络科技有限公司,聪盛网络,上海,150-500人,大专,1-3年,12k-18k,不需要融资,全职,免费早餐，免费零食饮料，加班补贴,node.js后端开发工程师,"""交通补助"",""带薪年假"",""定期体检"",""绩效奖金"""
上海首格网络科技有限公司,首格网络,杭州,50-150人,大专,3-5年,15k-30k,A轮,全职,双休 五险一金 年终奖,nodejs开发工程师,"""带薪年假"",""午餐补助"",""定期体检"",""股票期权"""
深圳快造科技有限公司,Snapmaker,深圳,150-500人,本科,3-5年,16k-32k,A轮,全职,发展前景，学习氛围，待遇优厚,node.js开发工程师,"""午餐补助"",""绩效奖金"",""领导好"",""扁平管理"""
OPPO广东移动通信有限公司,OPPO,深圳,2000人以上,本科,3-5年,20k-40k,不需要融资,全职,大厂正式员工 高薪可谈,nodejs开发工程师,"""丰厚年终"",""扁平管理"",""追求极致"",""本分"""
深圳快造科技有限公司,Snapmaker,深圳,150-500人,本科,1-3年,8k-16k,A轮,全职,发展前景，学习氛围，待遇优厚,nodejs开发工程师,"""午餐补助"",""绩效奖金"",""领导好"",""扁平管理"""
北大医疗信息技术有限公司,北大医信,北京,500-2000人,本科,1-3年,15k-20k,不需要融资,全职,五险一金、通讯补贴、餐补、弹性工作,nodejs开发工程师,"""技能培训"",""带薪年假"",""绩效奖金"",""岗位晋升"""
上海一起作业信息科技有限公司,一起教育科技,北京,2000人以上,本科,3-5年,20k-40k,上市公司,全职,教育 六险一金,node.js,"""节日礼物"",""岗位晋升"",""扁平管理"",""领导好"""
北京话梅乐享科技有限公司,HARMAY 話梅,北京,150-500人,本科,3-5年,20k-30k,B轮,全职,五险一金 弹性工时 技术氛围浓厚,HRBP,"""五险一金"",""年度旅游"",""交通补助"",""午餐补助"""
上海即果信息技术有限公司,即刻,上海,50-150人,本科,1-3年,20k-40k,C轮,全职,出国outing 办公环境优秀 同事优秀,人事HR,"""带薪年假"",""扁平管理"",""国外旅游"",""氛围活泼"""
Foris Limited,Crypto.com,深圳,500-2000人,本科,3-5年,20k-40k,B轮,全职,20天有薪年假，具有竞争力的薪资，1075，双休,hr,"""20天年假"",""外企氛围"",""大牛云集"",""弹性工作"""
武汉小安科技有限公司,小安科技,武汉,150-500人,大专,3-5年,12k-24k,A轮,全职,五险一金 年终奖金 每日下午茶,招聘者,"""股票期权"",""绩效奖金"",""扁平管理"",""领导好"""
上海斐鸿网络科技有限公司,斐鸿网络,上海,50-150人,本科,1-3年,15k-25k,A轮,全职,团队成员年轻有活力、发展空间大,,
浙江汇信科技有限公司,汇信科技,杭州,150-500人,本科,5-10年,15k-25k,未融资,全职,按实缴纳五险一金、带薪年假、双休、积极的团队,HR,"""节日礼物"",""带薪年假"",""岗位晋升"",""美女多"""
上海市建筑科学研究院有限公司,上海建科院,上海,500-2000人,本科,1-3年,10k-18k,不需要融资,全职,舞台已搭好，请尽情展现你能力！,人事经理,
北京尚易互动科技有限公司,北京尚易,北京,150-500人,本科,1-3年,12k-18k,未融资,全职,双休 早10晚6点半 六险一金 午餐、晚餐,Hr,"""绩效奖金"",""五险一金"",""弹性工作"",""扁平管理"""
北京好扑信息科技有限公司,好扑,北京,15-50人,本科,3-5年,18k-35k,A轮,全职,行业领先，股票期权，五险一金，节日福利，餐补,HR,"""股票期权"",""弹性工作"",""扁平管理"",""五险一金"""
智慧丘比特（北京）科技有限公司,智慧丘比特,北京,15-50人,本科,3-5年,25k-45k,A轮,全职,每周一天在家办公；有竞争力的薪酬,hr,"""年底双薪"",""股票期权"",""专项奖金"",""带薪年假"""
北京字节跳动网络技术有限公司,字节跳动,北京,2000人以上,本科,3-5年,25k-45k,D轮及以上,全职,六险一金，高薪期权，弹性工作，免费三餐,HR,"""扁平管理"",""弹性工作"",""就近租房补贴"",""六险一金"""
北京大生在线科技有限公司,51Talk 无忧英语,深圳,2000人以上,本科,5-10年,22k-33k,上市公司,全职,弹性工作 美国上市 在线教育 大牛带队,,"""带薪年假"",""股票期权"",""绩效奖金"",""定期体检"""
南京应酷文化传播有限公司,应酷,南京,50-150人,本科,3-5年,8k-16k,未融资,全职,有钱赚,人才规划管理,"""节日礼物"",""年底双薪"",""股票期权"",""绩效奖金"""
北京蒸汽记忆科技有限公司,Authing,北京,15-50人,本科,1-3年,15k-30k,天使轮,全职,阿里、滴滴、字节大神云集，福利丰厚。,HR,"""午餐补助"",""股票期权"",""扁平管理"",""五险一金"""
北京五一视界数字孪生科技股份有限公司,五一视界数字孪生,北京,150-500人,本科,3-5年,20k-30k,不需要融资,全职,团队技术氛围好，有大牛，成长速度快,HRBP/OD,"""年底双薪"",""股票期权"",""三餐补贴"",""带薪年假"""
上海驰骛信息科技有限公司,驰骛科技ChiefClouds,上海,150-500人,本科,不限,15k-30k,未融资,全职,团队氛围好,Back End developer Node.JS,
树根互联技术有限公司,树根互联技术有限公司,广州,500-2000人,本科,3-5年,15k-30k,C轮,全职,使用Node.js开发核心服务,nodejs开发工程师,"""专项奖金"",""帅哥多"",""领导好"",""美女多"""
图丰信息（成都）有限责任公司,图丰信息-成都,成都,50-150人,本科,5-10年,10k-20k,不需要融资,全职,五险一金，周末双休，弹性工作,Node.js研发工程师,"""带薪年假"",""年度旅游"",""岗位晋升"",""扁平管理"""
深圳玩码信息技术有限公司,玩码,深圳,15-50人,本科,3-5年,11k-20k,不需要融资,全职,扁平管理 90后团队 日上7小时 气氛活泼,nodejs开发工程师,"""年底双薪"",""股票期权"",""专项奖金"",""定期体检"""
广东修炼科技股份有限公司,修炼,广州,50-150人,大专,5-10年,12k-20k,不需要融资,全职,"妹子多,氛围好,项目靠谱,实力强大",nodejs开发工程师,"""股票期权"",""弹性工作"",""美女多"",""扁平管理"""
软通动力技术服务有限公司北京分公司,软通动力,深圳,2000人以上,本科,3-5年,13k-22k,不需要融资,全职,提升空间自己说了算。,nodejs开发工程师,
成都西山居世游科技有限公司北京分公司,金山世游,北京,2000人以上,本科,3-5年,20k-35k,上市公司,全职,六险一金，包三餐，年终奖，项目奖金,Node.js 后台工程师,"""年底双薪"",""绩效奖金"",""年度旅游"",""美女多"""
北京字节跳动网络技术有限公司,字节跳动,北京,2000人以上,本科,3-5年,25k-50k,D轮及以上,全职,六险一金，高薪期权，租房补贴，带薪休假,Node.js 高级研发工程师 — 核心广告系统,"""扁平管理"",""弹性工作"",""就近租房补贴"",""六险一金"""
上海驰骛信息科技有限公司,驰骛科技ChiefClouds,上海,150-500人,本科,5-10年,18k-35k,未融资,全职,年度体检免费晚餐补充商保10天带薪年假,Node.Js 高级研发工程师,
北京博乐科技有限公司,博乐科技,北京,500-2000人,本科,1-3年,15k-25k,不需要融资,全职,五险一金全额，周末双休，丰厚的项目奖金,Node.js研发工程师,"""节日礼物"",""年底双薪"",""绩效奖金"",""岗位晋升"""
广州趣丸网络科技有限公司,趣丸,广州,500-2000人,不限,不限,15k-30k,B轮,全职,包三餐，六险一金，团队氛围佳。,Node.js研发工程师,"""周末双休"",""包三餐"",""六险一金"",""丰厚年终奖"""
上海科络达云软件技术有限公司,CAROTA科络达,上海,50-150人,本科,1-3年,15k-30k,不需要融资,全职,"薪资丰厚,不强制加班,工作环境宽",Node.js后端开发工程师 (MJ000040),
杭州米络星科技（集团）有限公司,米络星科技,杭州,500-2000人,本科,不限,10k-20k,不需要融资,全职,五险一金、周末双休,Node.js研发工程师,"""年底双薪"",""绩效奖金"",""专项奖金"",""五险一金"""
上海游牛信息科技有限公司,游牛信息,上海,15-50人,本科,1-3年,8k-15k,不需要融资,全职,氛围好 福利好,软件工程师（node.js）,
每日互动股份有限公司,个推,杭州,500-2000人,本科,在校/应届,10k-15k,上市公司,全职,上市公司 大数据 平台好 发展多,中高级Node.js开发工程师,"""数据智能"",""上市公司"",""股票期权"",""年底双薪"""
上海轻松笑医疗器械有限公司,EASY SMILE牙齿隐形矫正,上海,50-150人,本科,3-5年,15k-25k,A轮,全职,技术大牛 公司前景 带薪年假 年终奖金,node.js,"""年底双薪"",""带薪年假"",""午餐补助"",""弹性工作"""
深圳市健康阿鹿信息科技有限公司,健康阿鹿,深圳,50-150人,不限,5-10年,25k-30k,不需要融资,全职,"上市公司,实力雄厚,期股权激励,前景好",招聘,"""交通补助"",""带薪年假"",""午餐补助"",""定期体检"""
上海亿山睦教育科技有限公司,赶考状元,上海,50-150人,本科,3-5年,15k-25k,A轮,全职,技术大牛,HR,"""弹性工作"",""美女多"",""扁平管理"",""领导好"""
北京极客晨星科技发展有限公司,极客晨星,北京,150-500人,本科,5-10年,25k-35k,A轮,全职,高速发展，最新技术，朝阳行业,HR,"""弹性工作"",""领导好"",""技能培训"",""岗位晋升"""
上海倾听信息技术有限公司,蜻蜓FM,北京,150-500人,本科,3-5年,20k-40k,D轮及以上,全职,团队好,技术总监,"""明星直播"",""男女1:1"",""带薪年假"",""扁平管理"""
上海班图网络科技有限公司,班图网络,成都,50-150人,不限,不限,8k-15k,天使轮,全职,五险一金+定期体检+团建+生日福利+带薪假,招聘专员.,"""年底双薪"",""节日礼物"",""技能培训"",""绩效奖金"""
北京字节跳动网络技术有限公司,字节跳动,北京,2000人以上,本科,3-5年,25k-50k,D轮及以上,全职,六险一金，高薪期权，租房补贴，带薪休假,HR,"""扁平管理"",""弹性工作"",""就近租房补贴"",""六险一金"""
北京字节跳动网络技术有限公司,字节跳动,深圳,2000人以上,本科,不限,20k-40k,D轮及以上,全职,"下午茶,健身瑜伽,五险一金,团队氛围好",HR,"""扁平管理"",""弹性工作"",""就近租房补贴"",""六险一金"""
北京尚易互动科技有限公司,北京尚易,北京,150-500人,本科,1-3年,12k-20k,未融资,全职,双休 早10晚6点半 六险一金 午餐、晚餐,HR,"""绩效奖金"",""五险一金"",""弹性工作"",""扁平管理"""
万汇互联（深圳）科技有限公司,万汇互联,深圳,50-150人,本科,3-5年,15k-25k,天使轮,全职,"绩效奖金,弹性工作,节日福利,团队气氛佳",,"""年终分红"",""绩效奖金"",""股票期权"",""带薪年假"""
共识基石科技（北京）有限公司,共识基石,北京,少于15人,不限,不限,20k-30k,A轮,全职,居家办公、弹性工作、全额五险一金、补充医疗险,HR,
重庆远观科技有限公司,远观科技,重庆,少于15人,大专,1-3年,8k-11k,天使轮,全职,13薪,招聘主管,"""年底双薪"",""股票期权"",""带薪年假"",""岗位晋升"""
北京众晶锐驰科技有限公司,众晶数码,北京,15-50人,大专,1-3年,15k-20k,不需要融资,全职,五险一金 餐补 年终奖 稳定不加班,HRBP,"""技能培训"",""年底双薪"",""节日礼物"",""绩效奖金"""
望美（上海）信息技术服务有限公司,任你购,上海,50-150人,本科,3-5年,18k-25k,天使轮,全职,10年扁平小团队，氛围好，二次元文化，周末双休,HRBP-技术,"""扁平管理"",""二次元"",""海淘代购"",""电子商务"""
西安纸贵互联网科技有限公司,纸贵科技,北京,50-150人,本科,3-5年,12k-24k,A轮,全职,带薪假期、员工福利、扁平管理,Node.js全栈开发工程师,"""股票期权"",""绩效奖金"",""弹性工作"",""扁平管理"""
广州欢聚时代信息科技有限公司,欢聚集团（JOYY Inc.）,广州,2000人以上,本科,3-5年,16k-32k,上市公司,全职,健身房；餐补；免费咖啡,全栈工程师（Node.js）,"""社交媒体平台"",""全球化"",""人工智能"""
北京毕加索智能科技有限公司,毕加索,北京,50-150人,本科,在校/应届,8k-15k,B轮,全职,周末双休,Node.js后端开发,
树根互联技术有限公司,树根互联技术有限公司,广州,500-2000人,本科,3-5年,16k-30k,C轮,全职,"弹性上下班，领导nice,",Node.js后端开发,"""专项奖金"",""帅哥多"",""领导好"",""美女多"""
北京多牛互动传媒股份有限公司,多牛传媒,北京,150-500人,本科,3-5年,15k-25k,不需要融资,全职,"五险一金,周末双休",Node.js研发工程师(BGN1),"""五险一金"",""节日礼物"",""弹性工作"",""岗位晋升"""
北京蒸汽记忆科技有限公司,Authing,北京,15-50人,本科,在校/应届,15k-30k,天使轮,实习,团队氛围活跃 快速成长,nodejs开发工程师,"""午餐补助"",""股票期权"",""扁平管理"",""五险一金"""
北京字节跳动网络技术有限公司,字节跳动,上海,2000人以上,本科,不限,20k-40k,D轮及以上,全职,"下午茶,健身瑜伽,六险一金,五险一金",Node.js后端,"""扁平管理"",""弹性工作"",""就近租房补贴"",""六险一金"""
北京字节跳动网络技术有限公司,字节跳动,北京,2000人以上,本科,3-5年,30k-50k,D轮及以上,全职,"六险一金,股票期权,弹性工作,免费三餐",node.js开发工程师,"""扁平管理"",""弹性工作"",""就近租房补贴"",""六险一金"""
北京寄云鼎城科技有限公司,寄云科技,西安,50-150人,本科,1-3年,7k-12k,B轮,全职,扁平管理、五险一金、带薪年假、股票期权,Node.js应用开发工程师,"""绩效奖金"",""弹性工作"",""年度旅游"",""岗位晋升"""
上海极链网络科技有限公司,极链集团Video++,上海,150-500人,本科,3-5年,20k-35k,D轮及以上,全职,大牛团队 独角兽企业,Node.js开发工程师（北京）,"""节日礼物"",""绩效奖金"",""岗位晋升"",""五险一金"""
爱客科技（深圳）有限公司,爱客科技 AfterShip,深圳,150-500人,本科,5-10年,27k-44k,不需要融资,全职,国际化团队 技术大牛 极客文化 持续增长,Node.js工程师,"""持续盈利"",""国际龙头企业"",""SaaS平台"",""极客氛围"""
北京跟谁学科技有限公司,北京跟谁学科技有限公司,北京,2000人以上,本科,不限,20k-40k,A轮,全职,头部在线教育快车道,Node.js开发工程师,
杭州涂鸦信息技术有限公司,涂鸦智能,杭州,2000人以上,本科,3-5年,15k-30k,上市公司,全职,业务前景，发展空间大，期权激励,高级软件工程师 (Node.js),"""5星办公环境"",""年底奖金"",""团队牛B"",""五险一金"""
上海微盟企业发展有限公司,微盟,上海,2000人以上,本科,3-5年,25k-40k,上市公司,全职,上市公司 年底双薪 餐补房补 重点项目,高级nodejs开发工程师,"""绩效奖金"",""年底双薪"",""五险一金"",""带薪年假"""
竞技世界（北京）网络技术有限公司,竞技世界,北京,500-2000人,本科,1-3年,20k-40k,不需要融资,全职,福利待遇好,软件工程师 (Node.js),"""节日礼物"",""技能培训"",""年底双薪"",""年度旅游"""
广东睿佳医疗科技有限公司,广东睿佳,中山,15-50人,本科,在校/应届,5k-10k,不需要融资,全职,"海归领队,团队扁平,敏捷迭代,最新技术",node.js,
富途网络科技（深圳）有限公司,富途,深圳,500-2000人,不限,不限,15k-30k,上市公司,全职,"精英团队,弹性工作,行业独角兽,福利待遇",人力资源主管,"""年底双薪"",""腾讯系"",""互联网金融"",""年度体检"""
北京师乐教育科技有限公司,师乐教育,北京,15-50人,本科,不限,15k-30k,未融资,全职,扁平管理,CEO,"""年终分红"",""股票期权"",""带薪年假"",""绩效奖金"""
讯汇科技（广州）有限公司,讯汇科技,广州,150-500人,本科,3-5年,15k-25k,不需要融资,全职,"绩效奖金,周末双休,带薪年假,节日福利",招聘负责人,"""节日礼物"",""技能培训"",""绩效奖金"",""年度旅游"""
北京悠贝成长科技有限公司,悠贝 | YOURBAY,北京,50-150人,本科,1-3年,12k-20k,不需要融资,全职,产品好，福利棒，氛围nice,招聘HR,"""弹性工作"",""领导好"",""扁平管理"",""技能培训"""
